Input,Time
1001,10.848
1002,7.37
1003,9.357
1004,6.562
1005,11.039
1006,6.809
1007,9.32
1008,6.398
1009,9.722
1010,7.128
1011,10.138
1012,8.886
1013,15.165
1014,9.549
1015,6.967
1016,9.887
1017,9.429
1018,39.776
1019,13.256
1020,11.666
1021,10.44
1022,10.071
1023,8.514
1024,9.645
1025,7.904
1026,10.162
1027,7.699
1028,9.858
1029,6.861
1030,10.364
1031,7.6
1032,10.839
1033,10.281
1034,9.175
1035,10.014
1036,6.607
1037,11.321
1038,7.755
1039,10.206
1040,6.778
1041,9.891
1042,7.857
1043,9.963
1044,10.176
1045,11.211
1046,10.615
1047,6.898
1048,10.646
1049,7.962
1050,9.83
1051,6.969
1052,11.142
1053,7.89
1054,10.055
1055,8.83
1056,10.507
1057,7.65
1058,10.264
1059,10.17
1060,7.709
1061,9.937
1062,7.457
1063,10.842
1064,9.345
1065,8.114
1066,9.271
1067,7.398
1068,13.52
1069,9.92
1070,7.861
1071,9.778
1072,6.693
1073,10.576
1074,7.394
1075,10.203
1076,8.313
1077,13.704
1078,16.902
1079,16.836
1080,9.507
1081,15.453
1082,8.4
1083,10.031
1084,7.995
1085,10.629
1086,6.699
1087,12.048
1088,11.73
1089,6.761
1090,11.8
1091,10.727
1092,9.878
1093,11.206
1094,9.57
1095,8.94
1096,10.079
1097,11.039
1098,12.623
1099,9.644
1100,11.745
1101,13.693
1102,11.67
1103,9.979
1104,12.28
1105,9.4
1106,9.769
1107,11.168
1108,7.671
1109,11.838
1110,12.04
1111,8.429
1112,10.812
1113,10.176
1114,10.729
1115,9.342
1116,12.081
1117,11.659
1118,10.525
1119,9.236
1120,12.299
1121,11.792
1122,17.354
1123,16.143
1124,11.162
1125,11.579
1126,12.591
1127,12.817
1128,9.083
1129,11.231
1130,6.794
1131,10.166
1132,10.055
1133,8.278
1134,10.749
1135,8.54
1136,9.193
1137,11.266
1138,14.152
1139,11.6
1140,11.366
1141,16.575
1142,11.2
1143,10.884
1144,9.116
1145,11.677
1146,9.53
1147,9.69
1148,10.864
1149,8.968
1150,11.024
1151,9.517
1152,9.416
1153,11.57
1154,12.974
1155,11.062
1156,10.684
1157,10.703
1158,9.31
1159,11.077
1160,7.903
1161,10.771
1162,15.117
1163,12.064
1164,18.024
1165,14.328
1166,12.219
1167,12.074
1168,12.018
1169,12.008
1170,9.643
1171,11.817
1172,12.475
1173,10.879
1174,9.512
1175,11.122
1176,11.77
1177,12.909
1178,11.195
1179,12.098
1180,14.808
1181,11.932
1182,9.076
1183,12.272
1184,12.214
1185,11.679
1186,11.88
1187,9.281
1188,9.413
1189,11.469
1190,11.571
1191,12.841
1192,9.202
1193,10.69
1194,8.5
1195,12.377
1196,12.227
1197,13.93
1198,11.649
1199,11.375
1200,30.8
1201,22.293
1202,15.727
1203,24.343
1204,20.732
1205,13.517
1206,12.668
1207,13.812
1208,11.444
1209,12.824
1210,11.718
1211,11.518
1212,10.363
1213,10.785
1214,11.579
1215,11.022
1216,12.386
1217,12.555
1218,11.032
1219,14.543
1220,11.242
1221,10.857
1222,15.05
1223,17.244
1224,12.588
1225,13.178
1226,11.053
1227,8.423
1228,11.147
1229,12.781
1230,11.945
1231,9.55
1232,11.482
1233,11.039
1234,10.771
1235,7.981
1236,12.72
1237,11.602
1238,10.18
1239,12.434
1240,11.44
1241,12.979
1242,17.554
1243,17.609
1244,13.966
1245,15.57
1246,11.842
1247,8.911
1248,19.218
1249,11.049
1250,10.967
1251,13.368
1252,8.838
1253,11.968
1254,11.513
1255,12.366
1256,12.831
1257,12.662
1258,14.338
1259,12.688
1260,13.601
1261,12.828
1262,13.197
1263,10.587
1264,11.462
1265,11.267
1266,7.91
1267,11.869
1268,15.592
1269,12.549
1270,10.457
1271,11.275
1272,9.453
1273,11.927
1274,12.288
1275,11.832
1276,10.429
1277,12.581
1278,12.264
1279,13.202
1280,17.172
