Input,Time
1540,42.549
1541,44.543
1542,42.602
1543,51.603
1544,40.151
1545,47.706
1546,38.852
1547,37.891
1548,37.932
1549,37.65
1550,35.579
1551,36.149
1552,34.479
1553,34.313
1554,37.093
1555,36.139
1556,36.204
1557,40.793
1558,41.257
1559,40.04
1560,35.348
1561,35.222
1562,35.68
1563,35.534
1564,33.971
1565,37.733
1566,38.841
1567,39.561
1568,41.283
1569,36.782
1570,37.341
1571,36.298
1572,35.93
1573,37.607
1574,37.716
1575,37.755
1576,38.551
1577,49.158
1578,39.843
1579,37.877
1580,36.775
1581,35.803
1582,40.341
1583,38.323
1584,35.779
1585,38.667
1586,35.615
1587,57.591
1588,69.23
1589,54.358
1590,54.64
1591,54.04
1592,43.391
1593,42.594
1594,46.918
1595,40.984
1596,41.965
1597,38.739
1598,37.744
1599,37.464
1600,35.726
1601,37.123
1602,36.335
1603,35.598
1604,35.872
1605,34.535
1606,37.317
1607,37.127
1608,45.616
1609,43.843
1610,41.734
1611,36.299
1612,39.284
1613,40.311
1614,38.968
1615,42.813
1616,41.061
1617,47.927
1618,42.022
1619,37.811
1620,40.538
1621,36.582
1622,37.791
1623,37.753
1624,38.55
1625,45.018
1626,44.056
1627,42.692
1628,39.289
1629,39.94
1630,39.791
1631,36.793
1632,38.15
1633,36.147
1634,39.173
1635,38.025
1636,41.557
1637,73.463
1638,56.938
1639,56.257
1640,53.981
1641,47.811
1642,41.347
1643,42.181
1644,57.168
1645,39.179
1646,40.868
1647,38.451
1648,40.524
1649,40.583
1650,37.439
1651,40.064
1652,38.667
1653,36.61
1654,37.876
1655,44.21
1656,41.016
1657,45.201
1658,42.716
1659,42.582
1660,40.21
1661,41.796
1662,39.875
1663,43.834
1664,54.624
1665,45.994
1666,43.257
1667,42.452
1668,40.678
1669,39.847
1670,40.909
1671,39.893
1672,41.7
1673,39.591
1674,43.475
1675,43.593
1676,40.117
1677,39.073
1678,41.282
1679,38.738
1680,40.859
1681,39.972
1682,39.554
1683,49.067
1684,80.205
1685,60.093
1686,54.09
1687,47.969
1688,47.913
1689,46.087
1690,44.844
1691,46.742
1692,42.496
1693,45.485
1694,42.327
1695,40.393
1696,48.289
1697,41.181
1698,40.278
1699,41.544
1700,41.123
1701,47.623
1702,39.932
1703,41.871
1704,39.301
1705,39.721
1706,39.705
1707,43.647
1708,49.133
1709,49.198
1710,43.675
1711,42.79
1712,42.495
1713,42.042
1714,43.588
1715,44.282
1716,45.764
1717,45.596
1718,42.134
1719,44.931
1720,41.79
1721,46.158
1722,41.167
1723,42.906
1724,40.663
1725,41.232
1726,47.602
1727,71.846
1728,51.827
1729,65.574
1730,62.229
1731,49.31
1732,50.356
1733,59.493
1734,46.614
1735,64.843
1736,45.144
1737,43.025
1738,42.591
1739,45.598
1740,41.675
1741,40.92
1742,43.773
1743,40.229
1744,47.402
1745,47.305
1746,57.034
1747,46.566
1748,45.022
1749,44.422
1750,43.541
1751,43.825
1752,47.97
1753,54.743
1754,49.923
1755,51.425
1756,46.497
1757,46.277
1758,43.605
1759,68.565
1760,55.672
1761,54.98
1762,53.617
1763,47.203
1764,45.374
1765,44.667
